epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,15846.8,0.99363,1.07029,1.3467,0.74859,0.72218,0.76959,0.45556,1.4193,1.11016,1.76295,0.00025241,0.00025241,0.00025241
75,16018.2,0.98927,1.06844,1.34613,0.74783,0.7247,0.77086,0.45604,1.41885,1.11023,1.76476,0.000241954,0.000241954,0.000241954
76,16189.3,0.98969,1.06137,1.34388,0.75011,0.72152,0.77006,0.45625,1.4207,1.10912,1.76922,0.000231802,0.000231802,0.000231802
77,16361,0.97894,1.04102,1.3345,0.74153,0.72666,0.77047,0.45618,1.42179,1.10983,1.77149,0.000221964,0.000221964,0.000221964
78,16536.3,0.98381,1.03668,1.34076,0.74843,0.72048,0.76944,0.45462,1.42261,1.11006,1.7732,0.00021245,0.00021245,0.00021245
79,16745.4,0.97563,1.03767,1.33885,0.74348,0.72257,0.76914,0.45582,1.42374,1.10919,1.77685,0.000203269,0.000203269,0.000203269
80,16913.3,0.97552,1.02665,1.33654,0.74531,0.72511,0.76882,0.45565,1.42515,1.10942,1.77982,0.00019443,0.00019443,0.00019443
81,17081.2,0.97318,1.02164,1.33403,0.74377,0.72255,0.76844,0.45495,1.42657,1.1099,1.78179,0.000185942,0.000185942,0.000185942
82,17248.1,0.96915,1.01842,1.3313,0.74787,0.71897,0.76865,0.45483,1.4289,1.11236,1.78618,0.000177814,0.000177814,0.000177814
83,17415.1,0.96505,1.01047,1.32606,0.74803,0.72025,0.76718,0.4543,1.43136,1.11191,1.78942,0.000170052,0.000170052,0.000170052
84,17582.3,0.96301,1.00835,1.32059,0.74669,0.72435,0.76756,0.45474,1.43343,1.11287,1.79212,0.000162666,0.000162666,0.000162666
85,17749.5,0.95525,1.00634,1.32296,0.75842,0.70713,0.76736,0.45392,1.4345,1.11281,1.79409,0.000155662,0.000155662,0.000155662
86,17916.6,0.95161,1.01079,1.31744,0.76478,0.70405,0.76738,0.45329,1.43638,1.11276,1.79751,0.000149047,0.000149047,0.000149047
87,18084.9,0.95284,1.0069,1.31532,0.77512,0.70446,0.76825,0.45389,1.43715,1.11325,1.79977,0.000142828,0.000142828,0.000142828
88,18252.5,0.94903,1.00404,1.31301,0.77387,0.70377,0.76844,0.45393,1.43811,1.11247,1.80142,0.00013701,0.00013701,0.00013701
