epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,44244.6,1.00339,0.57452,1.03054,0.88114,0.84903,0.90744,0.70178,0.72207,0.41697,0.94497,0.00025241,0.00025241,0.00025241
75,44893.2,1.00292,0.57563,1.03207,0.87898,0.8514,0.90719,0.70156,0.72224,0.41705,0.94528,0.000241954,0.000241954,0.000241954
76,45507.4,1.00407,0.57557,1.03437,0.88047,0.84931,0.90696,0.70173,0.72282,0.41697,0.94595,0.000231802,0.000231802,0.000231802
77,46240.1,1.00432,0.57493,1.03514,0.88016,0.85142,0.90657,0.70165,0.72267,0.41667,0.94593,0.000221964,0.000221964,0.000221964
78,47135.9,0.99543,0.56984,1.02914,0.88055,0.84957,0.90649,0.70138,0.72243,0.41713,0.94645,0.00021245,0.00021245,0.00021245
79,47753.9,0.99055,0.5679,1.02607,0.88033,0.85081,0.90606,0.70118,0.72314,0.41622,0.94758,0.000203269,0.000203269,0.000203269
80,48353.2,0.9883,0.56576,1.02837,0.88175,0.85133,0.9063,0.70149,0.7233,0.41596,0.94762,0.00019443,0.00019443,0.00019443
81,48961.5,0.98453,0.56182,1.02608,0.8808,0.85244,0.90636,0.70195,0.72363,0.41615,0.94794,0.000185942,0.000185942,0.000185942
82,49659.8,0.98325,0.55714,1.02265,0.8783,0.85528,0.90653,0.70218,0.72331,0.41618,0.94808,0.000177814,0.000177814,0.000177814
83,50244.4,0.98649,0.55793,1.02343,0.8795,0.85317,0.90705,0.70237,0.72392,0.41573,0.94909,0.000170052,0.000170052,0.000170052
84,50828.2,0.97576,0.5515,1.01745,0.87828,0.85414,0.90636,0.70178,0.72357,0.41516,0.94878,0.000162666,0.000162666,0.000162666
85,51445.3,0.97604,0.55065,1.02119,0.8777,0.85461,0.90654,0.70144,0.72313,0.41441,0.94836,0.000155662,0.000155662,0.000155662
